,property_id,property_name,district_key,district_name,property_address,postal_code,postal_area,grossarea,totalgrossarea,volume,totalfloorarea,year_built,year_renovated,floorcount,attic_floorcount,keyfield,intended_use
152,618301,"Lintulan urheilupuisto, huoltorakennus",02,Höyhtyä,Kaislakuja,90150,OULU,209.0,244.0,873.0,244.0,1987,0,1,0,503140,359 Other sports and fitness buildings
153,618701,Linnanmaan liikuntahalli,12,Kaijonharju,Virkakatu 1,90570,OULU,3052.0,3301.0,26500.0,3301.0,1992,0,2,0,503141,354 Multipurpose halls and other sports halls
154,618901,"Maikkulan urheilualue, huoltorakennus",07,Maikkula,Niemirannantie 9,90240,OULU,266.0,290.0,947.0,290.0,1997,0,1,0,503142,359 Other sports and fitness buildings
155,620001,"Heinätorin koulu, päärakennus, A-rakennus",01,Keskusta,Torikatu 45,90120,OULU,993.0,1227.0,6017.0,1227.0,1876,1981,2,0,503143,511 Educational building buildings
156,620101,Kajaanintullin koulu,01,Keskusta,Asemakatu 35,90100,OULU,497.0,519.0,2894.0,519.0,1893,2000,1,0,503149,511 Educational building buildings
157,620201,Knuutilankankaan koulu ja päiväkoti,07,Maikkula,Knuutilankankaantie 10,90230,OULU,2770.0,3122.0,11990.0,3000.0,1987,2014,2,0,503151,511 Educational building buildings
158,620301,Maikkulan alakoulu,07,Maikkula,Maikkulanraitti 11,90240,OULU,3039.0,3402.0,13801.0,3356.0,1989,0,2,0,503152,511 Educational building buildings
159,620404,Maikkulan yläkoulu,07,Maikkula,Jatulikivenkatu 3,90240,OULU,3813.0,4235.0,19059.0,4167.0,1991,0,2,0,503153,511 Educational building buildings
160,620501,Oulunlahden koulu,06,Kaakkuri,Fiskarintie 2,90410,OULU,1977.0,2165.0,9376.0,2165.0,1950,2010,1,0,503154,511 Educational building buildings
161,620602,"Kuivasojan koulu, A-rakennus",11,Pateniemi,Pateniementie 2,90800,OULU,229.0,258.0,1129.0,258.0,1910,1991,1,0,503156,511 Educational building buildings
162,620701,Hintan koulu,13,Myllyoja,Valjastie 19,90650,OULU,4570.0,5118.0,21571.0,5323.0,1957,2003,4,0,503158,511 Educational building buildings
163,620801,Kaukovainion yhtenäiskoulu / Hiirihaukkatalo,04,Kaukovainio,Hiirihaukantie 4,90250,OULU,6425.0,7209.0,31059.0,7292.9,1970,2012,2,0,503159,511 Educational building buildings
164,620901,Pöllönkankaan koulu,12,Kaijonharju,Kuovitie 13,90540,OULU,6413.0,7251.0,28585.0,6857.0,1987,2009,2,0,503160,511 Educational building buildings
165,621002,Timosenkosken luontokoulu,15,Korvensuora,Timosenkoskentie 44,90630,OULU,221.0,284.0,983.0,254.0,1955,0,2,0,503161,511 Educational building buildings
166,621201,Koskelan koulu,10,Koskela,Tullimiehentie 8,90560,OULU,4032.0,4203.0,15548.0,4203.0,1971,2007,2,0,503163,511 Educational building buildings
167,621301,Kuivasjärven koulu,12,Kaijonharju,Karppalantie 1,90540,OULU,2854.0,3156.0,11008.0,2936.0,1969,2015,2,0,503164,511 Educational building buildings
168,621401,Madekosken koulu,07,Maikkula,Konttisentie 100,90310,OULU,2194.0,2405.0,9950.0,2405.0,1952,2012,2,1,503165,511 Educational building buildings
169,621576,"Merikosken koulu, Merituuli-yksikkö A, B-rakennus",10,Koskela,Ruittukuja 4,90520,OULU,545.0,614.0,2079.0,631.0,1949,2002,2,0,503169,511 Educational building buildings
170,621601,Lintulammen koulu,02,Höyhtyä,Haapanatie 33,90150,OULU,3421.0,3993.0,13919.0,3406.0,1958,1994,3,0,503170,511 Educational building buildings
171,621901,Nuottasaari-talo,05,Nuottasaari,Isokatu 94,90120,OULU,5834.0,6562.0,25886.0,3708.0,1965,2009,2,0,503171,511 Educational building buildings
172,622001,Oulujoen koulu,13,Myllyoja,Sangintie 129,90650,OULU,2245.0,2683.0,9888.0,1756.0,1947,1989,3,0,503172,511 Educational building buildings
173,622201,Patamäen koulu,07,Maikkula,Peltorinne 6,90240,OULU,1854.0,2032.0,7226.0,2032.0,1949,2005,2,0,503173,511 Educational building buildings
174,622301,Paulaharjun koulu,09,Puolivälinkangas,Mielikintie 9,90550,OULU,4833.0,5162.0,18384.0,4125.0,1961,2008,2,0,503174,511 Educational building buildings
175,622401,Pikkaralan koulu,07,Maikkula,Vasantie 121,90310,OULU,1134.0,1282.0,5159.0,1058.0,1952,1993,2,0,503175,511 Educational building buildings
176,622501,"Pateniemen alakoulu, C-rakennus (ent. Herukan koulu)",11,Pateniemi,Risuniityntie 7,90800,OULU,2768.0,2873.0,11504.0,2365.0,1952,2008,3,0,503176,511 Educational building buildings
177,622601,Sanginsuun koulu,14,Sanginsuu,Sanginsuuntie 56,90660,OULU,566.0,594.0,2232.0,594.0,1956,1996,1,0,503181,511 Educational building buildings
178,622701,Teuvo Pakkalan koulu,01,Keskusta,Teuvo Pakkalan katu 17,90130,OULU,3527.0,4172.0,16741.0,3284.0,1951,2006,3,0,503183,511 Educational building buildings
179,622802,Tuiran koulu,08,Tuira,Koskitie 27,90500,OULU,4521.0,5467.0,24330.0,5467.0,1930,2004,2,0,503185,511 Educational building buildings
180,623001,Sarasuon koulu,06,Kaakkuri,Sarasuontie 6,90410,OULU,1114.0,1211.0,4530.0,1211.0,1995,0,1,0,503186,511 Educational building buildings
181,623101,Myllyojan koulu,13,Myllyoja,Karvarinaukio 15,90650,OULU,3416.0,3798.0,14787.0,3455.0,1979,2007,1,0,503187,511 Educational building buildings
182,623201,Hönttämäen koulu ja päiväkoti,15,Korvensuora,Ruotukuja 1,90630,OULU,3075.0,3380.0,12758.0,3303.0,1983,2010,1,0,503188,511 Educational building buildings
183,623301,"Lämsänjärven koulu, päiväkoti ja nuorisotila",03,Oulunsuu,Lämsänjärventie 15,90230,OULU,1897.0,2069.0,7115.0,2069.0,1983,2007,1,0,503189,511 Educational building buildings
184,623401,Oulunsuun koulu,03,Oulunsuu,Kajaanintie 54,90230,OULU,4403.0,4652.0,20934.0,4352.0,1955,1984,5,0,503190,511 Educational building buildings
185,624001,Myllytullin koulu,01,Keskusta,Isokatu 2,90100,OULU,5257.0,6790.0,24120.0,4667.0,1912,2007,3,0,503192,511 Educational building buildings
186,624102,Rajakylän koulu ja nuorisotalo,11,Pateniemi,Ruiskukkatie 4,90580,OULU,10026.0,11127.0,48236.0,9972.0,1977,2005,1,0,503193,511 Educational building buildings
187,624601,Pohjankartano,02,Höyhtyä,Suvantokatu 1,90140,OULU,13536.0,14913.0,42158.0,13247.0,1967,2015,3,0,503194,511 Educational building buildings
188,624901,Oulun Suomalaisen Yhteiskoulun lukio,01,Keskusta,Maunonkatu 1,90100,OULU,4509.0,5351.0,21050.0,3871.0,1908,2007,3,0,503195,511 Educational building buildings
189,625001,Laanilan koulu,13,Myllyoja,Hintantie 66,90650,OULU,6762.0,7590.0,27710.0,7590.0,1961,2002,3,0,503196,511 Educational building buildings
190,625101,Merikosken koulu,08,Tuira,Itäkangastie 9,90500,OULU,4656.0,5361.0,21433.0,4798.0,1955,2010,3,0,503197,511 Educational building buildings
191,625201,Pateniemen yläkoulu ja kirjasto,11,Pateniemi,Sahantie 2,90800,OULU,4643.0,5196.0,22000.0,4710.0,1968,2009,2,1,503198,511 Educational building buildings
192,625301,"Merikosken koulu, Merituuli-yksikkö B, Ankkuri",10,Koskela,Kauppaseurantie 2,90520,OULU,5404.0,5838.0,25439.0,5678.0,1966,2002,1,0,503199,511 Educational building buildings
193,625401,Oulun Lyseon Lukio,01,Keskusta,Kajaaninkatu 3,90100,OULU,3436.0,4011.0,18522.0,3437.0,1831,2007,2,0,503200,511 Educational building buildings
194,626001,Oulun pääkirjasto,01,Keskusta,Kaarlenväylä 3,90100,OULU,6730.0,7539.0,36200.0,7060.0,1981,0,4,0,503202,322 Libraries and archives
195,626101,Myllyojan kirjasto ja nuorisotalo,13,Myllyoja,Karvarinaukio 11,90650,OULU,942.0,1045.0,3820.0,1045.0,1980,2010,1,0,503203,"331 Club and club buildings, youth centers"
196,626501,Oulun kaupunginteatteri ,01,Keskusta,Kaarlenväylä 2,90100,OULU,12069.0,14723.0,70300.0,13527.0,1972,2004,4,0,503204,"311 Theaters, opera houses, concert halls and congress halls"
197,627101,Musiikkikeskus,02,Höyhtyä,Leevi Madetojan katu 1-3,90140,OULU,5850.0,6506.0,40698.0,6482.0,1983,0,4,0,503205,"311 Theaters, opera houses, concert halls and congress halls"
198,627501,Pohjois-Pohjanmaan museo,01,Keskusta,Ainolanpolku 1,90130,OULU,2349.0,2799.0,10513.0,2799.0,1931,1985,3,0,503206,323 Museums and Art Galleries
199,627901,Kaijonharjun monitoimikeskus,12,Kaijonharju,Kalevalantie  5,90570,OULU,3256.0,3748.0,15006.0,3744.0,1987,2010,2,0,503208,214 Health Centers
200,628401,Toppilan liikuntatalo,10,Koskela,Kauppaseurantie,90520,OULU,793.0,1029.0,4189.0,912.0,1937,2003,2,0,503210,359 Other sports and fitness buildings
201,629001,Oulun jäähalli,01,Keskusta,Teuvo Pakkalan katu 11,90130,OULU,12656.0,13113.0,100000.0,10222.0,1975,2004,3,0,503217,351 Ice rinks
202,629101,Oulun uimahalli,01,Keskusta,Pikkukankaantie 3,90130,OULU,10986.0,12376.0,63860.0,12376.0,1974,2001,2,0,503218,352 Swimming pools
203,629201,"Raatin liikuntakeskus, uimahalli ja katsomorakennus",08,Tuira,Raatintie 2,90100,OULU,7311.0,8956.0,38815.0,6598.0,1959,2010,3,1,503219,352 Swimming pools
204,629301,Urheilutalo,01,Keskusta,Kuusiluodonkatu 14,90100,OULU,3952.0,4087.0,22871.0,3746.0,1962,2005,2,0,503220,359 Other sports and fitness buildings
205,629401,Honkapirtti,11,Pateniemi,Pateniementie 86,90800,OULU,1336.0,1484.0,7096.0,1291.0,1951,1994,2,0,503221,"331 Club and club buildings, youth centers"
206,629801,"Castrenin urheilupuisto, huoltorakennus",09,Puolivälinkangas,Paulaharjuntie 43 ,90530,OULU,357.0,412.0,1320.0,412.0,1985,2006,1,0,503222,359 Other sports and fitness buildings
207,630102,"Ainolan puutarha, maakellari, va 6023",01,Keskusta,Kiikkusaari,90100,OULU,47.0,80.0,200.0,80.0,1963,0,0,0,503225,999 Buildings nec
208,630801,Poratien tukikohta,02,Höyhtyä,Poratie 10,90150,OULU,3050.0,3381.0,15222.0,3153.0,1971,0,2,0,503234,162 Vehicle containment and maintenance buildings
209,631001,Tuiran kuntoutuskoti,08,Tuira,Koskitie 4,90500,OULU,649.0,803.0,2350.0,592.0,1938,1984,2,0,503238,229 Other service plant buildings
210,631301,Ouluhalli,01,Keskusta,Ylioppilaantie 4,90130,OULU,13056.0,12073.0,161640.0,12073.0,1986,2007,2,0,503239,354 Multipurpose halls and other sports halls
211,632001,Tähtitorni,08,Tuira,Linnansaari,90100,OULU,138.0,177.0,599.0,177.0,1875,2011,3,0,503240,323 Museums and Art Galleries
212,632501,Kauppahalli ; peruskorjaus 2.1.2019 alkaen,01,Keskusta,Saaristonkatu 1 C,90100,OULU,1050.0,1272.0,7311.0,1272.0,1920,1995,2,0,503257,111 Store halls
213,633101,Kulttuuritalo Valve,01,Keskusta,Ojakatu 4,90100,OULU,4936.0,5519.0,23510.0,4187.0,1860,2004,3,0,503259,369 Other assembly buildings
214,633604,"Ruskon aluetukikohta, sosiaalitilat ja toimisto",15,Korvensuora,Kiilletie 7,90620,OULU,828.0,965.0,3274.0,680.0,1988,0,1,0,503260,151 Office buildings
215,610810,Mäntylän päiväkoti,02,Höyhtyä,Snellmanintie  2,90150,OULU,631.0,726.0,2228.0,660.0,1956,2007,2,0,503264,231 Kindergartens
216,634801,Taidemuseo,01,Keskusta,Kasarmintie 7,90130,OULU,3431.0,4030.0,19104.0,3686.0,1880,2008,3,0,503266,323 Museums and Art Galleries
217,635501,Pohjois-Pohjanmaan museon varasto,15,Korvensuora,Konetie 33,90620,OULU,2256.0,2472.0,13090.0,2472.0,1986,0,2,0,503268,719 Other storage buildings
218,636701,Aleksinkulma,01,Keskusta,Hallituskatu 6,90100,OULU,1625.0,1818.0,6433.0,1422.0,1880,1998,2,0,503269,"331 Club and club buildings, youth centers"
219,636901,"Työmaatukikohta, Poratie 11",02,Höyhtyä,Poratie 11,90150,OULU,883.0,923.0,5780.0,923.0,1980,0,1,0,503271,162 Vehicle containment and maintenance buildings
220,640301,"Tietomaa, hallintokeskus",01,Keskusta,Nahkatehtaankatu 6,90130,OULU,2863.0,3560.0,13534.0,3560.0,1923,1998,4,0,503272,151 Office buildings
221,640401,Värtön liikuntahalli,03,Oulunsuu,Kurkelantie 7,90230,OULU,2586.0,2775.0,15422.0,2750.0,1970,2002,1,0,503274,354 Multipurpose halls and other sports halls
222,644801,Matilan talo,08,Tuira,Pikisaarentie 6,90100,OULU,91.0,107.0,482.0,107.0,1740,2018,1,0,503275,323 Museums and Art Galleries
223,660901,Meri-Toppilan päiväkoti ja nuorisotalo,10,Koskela,Kuivaamokatu 6,90520,OULU,960.0,1175.0,4400.0,1175.0,1936,1998,2,0,503277,231 Kindergartens
224,688201,Otokylän päiväkoti,02,Höyhtyä,Hanhitie 17,90150,OULU,627.0,672.0,2218.0,672.0,1980,2011,1,0,503278,231 Kindergartens
225,604001,"Tuiran hyvinvointikeskus, Kangastie 16",08,Tuira,Kangastie 16,90500,OULU,7049.0,8350.0,30300.0,7240.0,1998,2019,4,0,503279,214 Health Centers
226,608001,Oulunlahden päiväkoti ja koulu,06,Kaakkuri,Santerinkuja 4,90410,OULU,1372.0,1562.0,6500.0,1545.0,1998,2012,1,0,503280,231 Kindergartens
227,616201,Onnela; vapautuu 1.4.2019,07,Maikkula,Onnelantie 6,90230,OULU,695.0,827.5,2717.0,827.5,1968,2011,1,0,503281,222 Orphanages
228,653801,"Koivuranta, päärakennus",08,Tuira,Pukseritie 7,90510,OULU,131.0,154.0,456.0,154.0,1916,2003,0,0,503284,041 Recreational residential buildings
229,645701,Vanha villatehdas,08,Tuira,Pikisaarentie 17,90100,OULU,1876.0,2145.0,8593.0,2145.0,1977,1998,4,0,503285,999 Buildings nec
230,617301,Kasarmi H10 Kuntotalo,01,Keskusta,Upseerinkatu 4,90130,OULU,1218.0,1326.0,7820.0,1332.0,1997,2003,0,0,503291,359 Other sports and fitness buildings
231,617401,"Pop-jazz -tilat (Kasarmi H11, päällystökerho)",01,Keskusta,Upseerinkatu 8,90130,OULU,453.0,535.0,2140.0,535.0,1881,2010,0,0,503292,511 Educational building buildings
232,608317,Lassin päiväkoti,08,Tuira,Koskitie 23,90500,OULU,690.5,620.0,2664.0,595.0,1898,2000,0,0,503300,231 Kindergartens
233,619001,Linnanmaan harjoitusjäähalli,12,Kaijonharju,Kauppalinnankatu 6,90570,OULU,5129.0,5341.0,39300.0,5341.0,2000,0,0,0,503301,351 Ice rinks
234,607901,Koskelan päiväkoti,10,Koskela,Tuulaakitie 3,90560,OULU,1003.0,1115.0,4250.0,1115.0,2001,0,1,0,503302,231 Kindergartens
235,607801,Saarelan päiväkoti,17,Hiukkavaara,Poolakuja 1,90650,OULU,1623.0,1873.0,7896.0,1873.0,2001,0,0,0,503303,231 Kindergartens
236,603301,"Tuiran neuvola (Hermola), Tuirantie 5",08,Tuira,Tuirantie 5,90500,OULU,701.0,812.0,3466.0,708.0,1920,2002,2,0,503305,214 Health Centers
237,623601,Oulu International School / Oulun kansainvälinen koulu,01,Keskusta,Kasarmintie 4,90130,OULU,9384.0,10971.0,40080.0,9966.0,1961,2006,3,0,503306,511 Educational building buildings
238,603201,"Tuiran mielenterveyskeskus, Tuirantie 7",08,Tuira,Tuirantie 7,90500,OULU,1534.0,2007.0,6310.0,1745.0,1925,2002,2,0,503307,214 Other health care buildings
239,612201,Piilikujan ryhmäperhepäiväkoti,06,Kaakkuri,Nuolikuja 4,90410,OULU,129.0,151.0,450.0,151.0,1992,0,1,0,503308,231 Kindergartens
240,602101,Kaupunginsairaala,03,Oulunsuu,Kiviharjuntie 5 A,90220,OULU,11122.0,12600.0,52079.0,10790.0,2002,0,3,1,503310,213 Other hospitals
241,600401,Kaupunginarkisto ja kirjaamo,01,Keskusta,Kansankatu 55,90120,OULU,2324.0,2778.0,8200.0,2144.0,1951,2002,0,0,503312,322 Libraries and archives
242,631201,Talvikkipuiston huoltorakennus,11,Pateniemi,Tervakukkatie 54,90580,OULU,376.0,412.0,1525.0,412.0,2003,0,1,0,503313,359 Other sports and fitness buildings
243,608401,Värtön päiväkoti,03,Oulunsuu,Kurkelantie 9,90230,OULU,1603.0,1789.0,7703.0,1656.0,2003,0,1,1,503316,231 Kindergartens
244,622101,Heikkilänkankaan monitoimitalo,07,Maikkula,Kyytipojantie 2,90310,OULU,1669.0,1778.0,7733.0,1754.0,2003,0,0,0,503317,511 Educational building buildings
245,621701,"Kaakkurin koulu ja Kaakonpojan päiväkoti, päärakennus",06,Kaakkuri,Pesätie 15,90420,OULU,13042.0,14851.0,79781.0,13929.0,2003,0,0,0,503321,511 Educational building buildings
246,693101,Teknologiakylän päiväkoti,12,Kaijonharju,Kaitoväylä 8,90570,OULU,621.0,764.0,2291.0,764.0,1990,2006,1,0,503324,231 Kindergartens
247,603407,"Vammaisten asumispalveluyksikkö, Schjerfbeck-koti",08,Tuira,Kangaspolku 2,90500,OULU,415.0,493.0,2200.0,472.0,1920,2004,1,0,503326,223 Facilities for the mentally handicapped
248,623501,Talvikankaan monitoimitalo,15,Korvensuora,Tuiskutie 10,90630,OULU,2183.0,2417.5,10080.0,2115.0,2004,0,0,0,503329,231 Kindergartens
249,619401,Hovinsuon urheilupuiston huoltorakennus,13,Myllyoja,Hintankuja 3,90650,OULU,140.0,200.0,736.0,200.0,2005,0,1,0,503331,359 Other sports and fitness buildings
